kode,variabel,aar,verdi
0829,Fodselsoverskudd,1997,5
0829,Fodselsoverskudd,1998,-20
0829,Fodselsoverskudd,1999,-27
0829,Fodselsoverskudd,2000,-13
0829,Fodselsoverskudd,2001,-5
0829,Fodselsoverskudd,2002,-5
0829,Fodselsoverskudd,2003,-18
0829,Fodselsoverskudd,2004,-5
0829,Fodselsoverskudd,2005,-15
0829,Fodselsoverskudd,2006,-11
0829,Fodselsoverskudd,2007,-10
0829,Fodselsoverskudd,2008,-16
0829,Fodselsoverskudd,2009,-9
0829,Fodselsoverskudd,2010,1
0829,Fodselsoverskudd,2011,-13
0829,Fodselsoverskudd,2012,-6
0829,Fodselsoverskudd,2013,-15
0829,Fodselsoverskudd,2014,-10
0829,Fodselsoverskudd,2015,-23
0829,Fodselsoverskudd,2016,-10
0829,Fodselsoverskudd,2017,-23
0829,Fodselsoverskudd,2018,3
0829,Fodselsoverskudd,2019,-15
0829,Nettoinnflytting,1980,30
0829,Nettoinnflytting,1981,48
0829,Nettoinnflytting,1982,8
0829,Nettoinnflytting,1983,-29
0829,Nettoinnflytting,1984,-36
0829,Nettoinnflytting,1985,45
0829,Nettoinnflytting,1986,-4
0829,Nettoinnflytting,1987,94
0829,Nettoinnflytting,1988,15
0829,Nettoinnflytting,1989,-51
0829,Nettoinnflytting,1990,-82
0829,Nettoinnflytting,1991,-9
0829,Nettoinnflytting,1992,-36
0829,Nettoinnflytting,1993,-4
0829,Nettoinnflytting,1994,-45
0829,Nettoinnflytting,1995,-25
0829,Nettoinnflytting,1996,-19
0829,Nettoinnflytting,1997,1
0829,Nettoinnflytting,1998,12
0829,Nettoinnflytting,1999,38
0829,Nettoinnflytting,2000,18
0829,Nettoinnflytting,2001,6
0829,Nettoinnflytting,2002,-21
0829,Nettoinnflytting,2003,-10
0829,Nettoinnflytting,2004,-18
0829,Nettoinnflytting,2005,-8
0829,Nettoinnflytting,2006,-24
0829,Nettoinnflytting,2007,31
0829,Nettoinnflytting,2008,-2
0829,Nettoinnflytting,2009,-16
0829,Nettoinnflytting,2010,-24
0829,Nettoinnflytting,2011,11
0829,Nettoinnflytting,2012,17
0829,Nettoinnflytting,2013,-24
0829,Nettoinnflytting,2014,8
0829,Nettoinnflytting,2015,5
0829,Nettoinnflytting,2016,4
0829,Nettoinnflytting,2017,-20
0829,Nettoinnflytting,2018,3
0829,Nettoinnflytting,2019,15
0829,Folkemengde,1980,2946
0829,Folkemengde,1981,2962
0829,Folkemengde,1982,3002
0829,Folkemengde,1983,3007
0829,Folkemengde,1984,2973
0829,Folkemengde,1985,2921
0829,Folkemengde,1986,2956
0829,Folkemengde,1987,2933
0829,Folkemengde,1988,3016
0829,Folkemengde,1989,3038
0829,Folkemengde,1990,2976
0829,Folkemengde,1991,2892
0829,Folkemengde,1992,2871
0829,Folkemengde,1993,2833
0829,Folkemengde,1994,2817
0829,Folkemengde,1995,2740
0829,Folkemengde,1996,2690
0829,Folkemengde,1997,2658
0829,Folkemengde,1998,2664
0829,Folkemengde,1999,2656
0829,Folkemengde,2000,2667
0829,Folkemengde,2001,2670
0829,Folkemengde,2002,2672
0829,Folkemengde,2003,2647
0829,Folkemengde,2004,2622
0829,Folkemengde,2005,2598
0829,Folkemengde,2006,2575
0829,Folkemengde,2007,2542
0829,Folkemengde,2008,2563
0829,Folkemengde,2009,2546
0829,Folkemengde,2010,2522
0829,Folkemengde,2011,2501
0829,Folkemengde,2012,2498
0829,Folkemengde,2013,2507
0829,Folkemengde,2014,2468
0829,Folkemengde,2015,2466
0829,Folkemengde,2016,2448
0829,Folkemengde,2017,2442
0829,Folkemengde,2018,2397
0829,Folkemengde,2019,2403
0830,Fodselsoverskudd,1980,-2
0830,Fodselsoverskudd,1981,4
0830,Fodselsoverskudd,1982,-2
0830,Fodselsoverskudd,1983,-1
0830,Fodselsoverskudd,1984,1
0830,Fodselsoverskudd,1985,-16
0830,Fodselsoverskudd,1986,5
0830,Fodselsoverskudd,1987,6
0830,Fodselsoverskudd,1988,3
0830,Fodselsoverskudd,1989,-10
0830,Fodselsoverskudd,1990,4
0830,Fodselsoverskudd,1991,3
0830,Fodselsoverskudd,1992,5
0830,Fodselsoverskudd,1993,10
0830,Fodselsoverskudd,1994,-4
0830,Fodselsoverskudd,1995,-4
0830,Fodselsoverskudd,1996,-4
0830,Fodselsoverskudd,1997,-13
0830,Fodselsoverskudd,1998,2
0830,Fodselsoverskudd,1999,-12
0830,Fodselsoverskudd,2000,-8
0830,Fodselsoverskudd,2001,-3
0830,Fodselsoverskudd,2002,-4
0830,Fodselsoverskudd,2003,-10
0830,Fodselsoverskudd,2004,-11
0830,Fodselsoverskudd,2005,0
0830,Fodselsoverskudd,2006,-14
0830,Fodselsoverskudd,2007,1
0830,Fodselsoverskudd,2008,-1
0830,Fodselsoverskudd,2009,3
0830,Fodselsoverskudd,2010,5
0830,Fodselsoverskudd,2011,-2
0830,Fodselsoverskudd,2012,2
0830,Fodselsoverskudd,2013,4
0830,Fodselsoverskudd,2014,0
0830,Fodselsoverskudd,2015,-4
0830,Fodselsoverskudd,2016,10
0830,Fodselsoverskudd,2017,1
0830,Fodselsoverskudd,2018,1
0830,Fodselsoverskudd,2019,-8
0830,Nettoinnflytting,1980,5
0830,Nettoinnflytting,1981,11
0830,Nettoinnflytting,1982,5
0830,Nettoinnflytting,1983,-7
0830,Nettoinnflytting,1984,4
0830,Nettoinnflytting,1985,22
0830,Nettoinnflytting,1986,-28
0830,Nettoinnflytting,1987,14
0830,Nettoinnflytting,1988,4
0830,Nettoinnflytting,1989,-25
0830,Nettoinnflytting,1990,-7
0830,Nettoinnflytting,1991,-3
0830,Nettoinnflytting,1992,8
0830,Nettoinnflytting,1993,-44
0830,Nettoinnflytting,1994,16
0830,Nettoinnflytting,1995,-2
0830,Nettoinnflytting,1996,9
0830,Nettoinnflytting,1997,-12
0830,Nettoinnflytting,1998,0
0830,Nettoinnflytting,1999,-6
0830,Nettoinnflytting,2000,24
0830,Nettoinnflytting,2001,-19
0830,Nettoinnflytting,2002,8
0830,Nettoinnflytting,2003,-6
0830,Nettoinnflytting,2004,-9
0830,Nettoinnflytting,2005,-1
0830,Nettoinnflytting,2006,-16
0830,Nettoinnflytting,2007,3
0830,Nettoinnflytting,2008,16
0830,Nettoinnflytting,2009,7
0830,Nettoinnflytting,2010,-5
0830,Nettoinnflytting,2011,27
0830,Nettoinnflytting,2012,-2
0830,Nettoinnflytting,2013,17
0830,Nettoinnflytting,2014,-12
0830,Nettoinnflytting,2015,8
0830,Nettoinnflytting,2016,22
0830,Nettoinnflytting,2017,11
0830,Nettoinnflytting,2018,-14
0830,Nettoinnflytting,2019,-20
0830,Folkemengde,1980,1510
0830,Folkemengde,1981,1512
0830,Folkemengde,1982,1527
0830,Folkemengde,1983,1530
0830,Folkemengde,1984,1522
0830,Folkemengde,1985,1527
0830,Folkemengde,1986,1532
0830,Folkemengde,1987,1510
0830,Folkemengde,1988,1530
0830,Folkemengde,1989,1537
0830,Folkemengde,1990,1502
0830,Folkemengde,1991,1498
0830,Folkemengde,1992,1498
0830,Folkemengde,1993,1511
0830,Folkemengde,1994,1477
0830,Folkemengde,1995,1488
0830,Folkemengde,1996,1481
0830,Folkemengde,1997,1486
0830,Folkemengde,1998,1463
0830,Folkemengde,1999,1465
0830,Folkemengde,2000,1447
0830,Folkemengde,2001,1463
0830,Folkemengde,2002,1441
0830,Folkemengde,2003,1445
0830,Folkemengde,2004,1429
0830,Folkemengde,2005,1408
0830,Folkemengde,2006,1407
0830,Folkemengde,2007,1375
0830,Folkemengde,2008,1378
0830,Folkemengde,2009,1393
0830,Folkemengde,2010,1404
0830,Folkemengde,2011,1405
0830,Folkemengde,2012,1430
0830,Folkemengde,2013,1430
0830,Folkemengde,2014,1451
0830,Folkemengde,2015,1439
0830,Folkemengde,2016,1443
0830,Folkemengde,2017,1476
0830,Folkemengde,2018,1489
0830,Folkemengde,2019,1476
0831,Fodselsoverskudd,1980,-4
0831,Fodselsoverskudd,1981,-11
0831,Fodselsoverskudd,1982,5
0831,Fodselsoverskudd,1983,-15
0831,Fodselsoverskudd,1984,-6
0831,Fodselsoverskudd,1985,-9
0831,Fodselsoverskudd,1986,-7
0831,Fodselsoverskudd,1987,-5
0831,Fodselsoverskudd,1988,-11
0831,Fodselsoverskudd,1989,2
0831,Fodselsoverskudd,1990,-4
0831,Fodselsoverskudd,1991,-9
0831,Fodselsoverskudd,1992,-9
0831,Fodselsoverskudd,1993,0
0831,Fodselsoverskudd,1994,-7
0831,Fodselsoverskudd,1995,7
0831,Fodselsoverskudd,1996,-5
0831,Fodselsoverskudd,1997,-8
0831,Fodselsoverskudd,1998,-1
0831,Fodselsoverskudd,1999,5
0831,Fodselsoverskudd,2000,-9
0831,Fodselsoverskudd,2001,-15
0831,Fodselsoverskudd,2002,-4
0831,Fodselsoverskudd,2003,-3
0831,Fodselsoverskudd,2004,3
0831,Fodselsoverskudd,2005,-3
0831,Fodselsoverskudd,2006,-2
0831,Fodselsoverskudd,2007,-2
0831,Fodselsoverskudd,2008,-4
0831,Fodselsoverskudd,2009,4
0831,Fodselsoverskudd,2010,-16
0831,Fodselsoverskudd,2011,0
0831,Fodselsoverskudd,2012,-8
0831,Fodselsoverskudd,2013,-8
0831,Fodselsoverskudd,2014,-7
0831,Fodselsoverskudd,2015,-11
0831,Fodselsoverskudd,2016,-4
0831,Fodselsoverskudd,2017,-8
0831,Fodselsoverskudd,2018,-1
0831,Fodselsoverskudd,2019,0
0831,Nettoinnflytting,1980,31
0831,Nettoinnflytting,1981,-21
0831,Nettoinnflytting,1982,9
0831,Nettoinnflytting,1983,45
0831,Nettoinnflytting,1984,20
0831,Nettoinnflytting,1985,-6
0831,Nettoinnflytting,1986,-6
0831,Nettoinnflytting,1987,8
0831,Nettoinnflytting,1988,0
0831,Nettoinnflytting,1989,-4
0831,Nettoinnflytting,1990,-9
0831,Nettoinnflytting,1991,-32
0831,Nettoinnflytting,1992,-2
0831,Nettoinnflytting,1993,8
0831,Nettoinnflytting,1994,-9
0831,Nettoinnflytting,1995,-7
0831,Nettoinnflytting,1996,1
0831,Nettoinnflytting,1997,-1
0831,Nettoinnflytting,1998,-9
0831,Nettoinnflytting,1999,11
0831,Nettoinnflytting,2000,4
0831,Nettoinnflytting,2001,0
0831,Nettoinnflytting,2002,-19
0831,Nettoinnflytting,2003,40
0831,Nettoinnflytting,2004,3
0831,Nettoinnflytting,2005,19
0831,Nettoinnflytting,2006,-4
0831,Nettoinnflytting,2007,14
0831,Nettoinnflytting,2008,8
0831,Nettoinnflytting,2009,-1
0831,Nettoinnflytting,2010,-14
0831,Nettoinnflytting,2011,-16
0831,Nettoinnflytting,2012,21
0831,Nettoinnflytting,2013,-39
0831,Nettoinnflytting,2014,2
0831,Nettoinnflytting,2015,36
0831,Nettoinnflytting,2016,2
0831,Nettoinnflytting,2017,9
0831,Nettoinnflytting,2018,-33
0831,Nettoinnflytting,2019,1
0831,Folkemengde,1980,1414
0831,Folkemengde,1981,1440
0831,Folkemengde,1982,1408
0831,Folkemengde,1983,1422
0831,Folkemengde,1984,1452
0831,Folkemengde,1985,1466
0831,Folkemengde,1986,1454
0831,Folkemengde,1987,1441
0831,Folkemengde,1988,1446
0831,Folkemengde,1989,1433
0831,Folkemengde,1990,1430
0831,Folkemengde,1991,1417
0831,Folkemengde,1992,1377
0831,Folkemengde,1993,1366
0831,Folkemengde,1994,1374
0831,Folkemengde,1995,1358
0831,Folkemengde,1996,1357
0831,Folkemengde,1997,1356
0831,Folkemengde,1998,1347
0831,Folkemengde,1999,1337
0831,Folkemengde,2000,1353
0831,Folkemengde,2001,1348
0831,Folkemengde,2002,1333
0831,Folkemengde,2003,1310
0831,Folkemengde,2004,1347
0831,Folkemengde,2005,1353
0831,Folkemengde,2006,1369
0831,Folkemengde,2007,1363
0831,Folkemengde,2008,1375
0831,Folkemengde,2009,1379
0831,Folkemengde,2010,1381
0831,Folkemengde,2011,1351
0831,Folkemengde,2012,1335
0831,Folkemengde,2013,1350
0831,Folkemengde,2014,1303
0831,Folkemengde,2015,1298
0831,Folkemengde,2016,1323
0831,Folkemengde,2017,1319
0831,Folkemengde,2018,1320
0831,Folkemengde,2019,1286
0833,Fodselsoverskudd,1980,-2
0833,Fodselsoverskudd,1981,-3
0833,Fodselsoverskudd,1982,-1
0833,Fodselsoverskudd,1983,-13
0833,Fodselsoverskudd,1984,0
0833,Fodselsoverskudd,1985,-1
0833,Fodselsoverskudd,1986,-13
0833,Fodselsoverskudd,1987,0
0833,Fodselsoverskudd,1988,-7
0833,Fodselsoverskudd,1989,-19
0833,Fodselsoverskudd,1990,-18
0833,Fodselsoverskudd,1991,-23
0833,Fodselsoverskudd,1992,-19
0833,Fodselsoverskudd,1993,-22
0833,Fodselsoverskudd,1994,7
0833,Fodselsoverskudd,1995,-18
0833,Fodselsoverskudd,1996,6
0833,Fodselsoverskudd,1997,-13
0833,Fodselsoverskudd,1998,-6
0833,Fodselsoverskudd,1999,-9
0833,Fodselsoverskudd,2000,-12
0833,Fodselsoverskudd,2001,-15
0833,Fodselsoverskudd,2002,-18
0833,Fodselsoverskudd,2003,2
0833,Fodselsoverskudd,2004,-3
0833,Fodselsoverskudd,2005,-21
0833,Fodselsoverskudd,2006,-7
0833,Fodselsoverskudd,2007,-18
0833,Fodselsoverskudd,2008,-14
0833,Fodselsoverskudd,2009,-3
0833,Fodselsoverskudd,2010,0
0833,Fodselsoverskudd,2011,-19
0833,Fodselsoverskudd,2012,-17
0833,Fodselsoverskudd,2013,-22
0833,Fodselsoverskudd,2014,-15
0833,Fodselsoverskudd,2015,-11
0833,Fodselsoverskudd,2016,-16
0833,Fodselsoverskudd,2017,-13
0833,Fodselsoverskudd,2018,-4
0833,Fodselsoverskudd,2019,-12
0833,Nettoinnflytting,1980,9
0833,Nettoinnflytting,1981,32
0833,Nettoinnflytting,1982,-26
0833,Nettoinnflytting,1983,-13
0833,Nettoinnflytting,1984,29
0833,Nettoinnflytting,1985,-16
0833,Nettoinnflytting,1986,11
0833,Nettoinnflytting,1987,-1
0833,Nettoinnflytting,1988,-13
0833,Nettoinnflytting,1989,44
0833,Nettoinnflytting,1990,-39
0833,Nettoinnflytting,1991,-48
0833,Nettoinnflytting,1992,-8
0833,Nettoinnflytting,1993,3
0833,Nettoinnflytting,1994,-20
0833,Nettoinnflytting,1995,6
0833,Nettoinnflytting,1996,7
0833,Nettoinnflytting,1997,20
0833,Nettoinnflytting,1998,-29
0833,Nettoinnflytting,1999,-24
0833,Nettoinnflytting,2000,-7
0833,Nettoinnflytting,2001,25
0833,Nettoinnflytting,2002,-23
0833,Nettoinnflytting,2003,8
0833,Nettoinnflytting,2004,0
0833,Nettoinnflytting,2005,-25
0833,Nettoinnflytting,2006,10
0833,Nettoinnflytting,2007,-30
0833,Nettoinnflytting,2008,10
0833,Nettoinnflytting,2009,-23
0833,Nettoinnflytting,2010,-21
0833,Nettoinnflytting,2011,-11
0833,Nettoinnflytting,2012,14
0833,Nettoinnflytting,2013,-5
0833,Nettoinnflytting,2014,10
0833,Nettoinnflytting,2015,5
0833,Nettoinnflytting,2016,-3
0833,Nettoinnflytting,2017,22
0833,Nettoinnflytting,2018,-4
0833,Nettoinnflytting,2019,-15
0833,Folkemengde,1980,2758
0833,Folkemengde,1981,2765
0833,Folkemengde,1982,2794
0833,Folkemengde,1983,2766
0833,Folkemengde,1984,2739
0833,Folkemengde,1985,2770
0833,Folkemengde,1986,2750
0833,Folkemengde,1987,2749
0833,Folkemengde,1988,2748
0833,Folkemengde,1989,2727
0833,Folkemengde,1990,2746
0833,Folkemengde,1991,2693
0833,Folkemengde,1992,2624
0833,Folkemengde,1993,2597
0833,Folkemengde,1994,2578
0833,Folkemengde,1995,2566
0833,Folkemengde,1996,2553
0833,Folkemengde,1997,2567
0833,Folkemengde,1998,2574
0833,Folkemengde,1999,2539
0833,Folkemengde,2000,2506
0833,Folkemengde,2001,2487
0833,Folkemengde,2002,2497
0833,Folkemengde,2003,2454
0833,Folkemengde,2004,2465
0833,Folkemengde,2005,2463
0833,Folkemengde,2006,2417
0833,Folkemengde,2007,2414
0833,Folkemengde,2008,2366
0833,Folkemengde,2009,2363
0833,Folkemengde,2010,2337
0833,Folkemengde,2011,2316
0833,Folkemengde,2012,2287
0833,Folkemengde,2013,2284
0833,Folkemengde,2014,2257
0833,Folkemengde,2015,2252
0833,Folkemengde,2016,2246
0833,Folkemengde,2017,2228
0833,Folkemengde,2018,2236
0833,Folkemengde,2019,2228
0834,Fodselsoverskudd,1980,4
0834,Fodselsoverskudd,1981,-7
0834,Fodselsoverskudd,1982,10
0834,Fodselsoverskudd,1983,7
0834,Fodselsoverskudd,1984,-3
0834,Fodselsoverskudd,1985,5
0834,Fodselsoverskudd,1986,-10
0834,Fodselsoverskudd,1987,0
0834,Fodselsoverskudd,1988,-1
0834,Fodselsoverskudd,1989,-11
0834,Fodselsoverskudd,1990,-1
0834,Fodselsoverskudd,1991,-12
0834,Fodselsoverskudd,1992,1
0834,Fodselsoverskudd,1993,9
0834,Fodselsoverskudd,1994,-13
0834,Fodselsoverskudd,1995,12
0834,Fodselsoverskudd,1996,5
0834,Fodselsoverskudd,1997,-6
0834,Fodselsoverskudd,1998,1
0834,Fodselsoverskudd,1999,-10
0834,Fodselsoverskudd,2000,-5
0834,Fodselsoverskudd,2001,4
0834,Fodselsoverskudd,2002,-28
0834,Fodselsoverskudd,2003,-13
0834,Fodselsoverskudd,2004,-8
0834,Fodselsoverskudd,2005,-12
0834,Fodselsoverskudd,2006,-2
0834,Fodselsoverskudd,2007,-15
0834,Fodselsoverskudd,2008,6
0834,Fodselsoverskudd,2009,0
0834,Fodselsoverskudd,2010,1
0834,Fodselsoverskudd,2011,7
0834,Fodselsoverskudd,2012,-8
0834,Fodselsoverskudd,2013,2
0834,Fodselsoverskudd,2014,1
0834,Fodselsoverskudd,2015,7
0834,Fodselsoverskudd,2016,-4
0834,Fodselsoverskudd,2017,-14
0834,Fodselsoverskudd,2018,-1
0834,Fodselsoverskudd,2019,-4
0834,Nettoinnflytting,1980,3
0834,Nettoinnflytting,1981,22
0834,Nettoinnflytting,1982,43
0834,Nettoinnflytting,1983,-10
0834,Nettoinnflytting,1984,-31
0834,Nettoinnflytting,1985,10
0834,Nettoinnflytting,1986,-33
0834,Nettoinnflytting,1987,-28
0834,Nettoinnflytting,1988,44
0834,Nettoinnflytting,1989,-33
0834,Nettoinnflytting,1990,43
0834,Nettoinnflytting,1991,11
0834,Nettoinnflytting,1992,51
0834,Nettoinnflytting,1993,11
0834,Nettoinnflytting,1994,-7
0834,Nettoinnflytting,1995,-12
0834,Nettoinnflytting,1996,-27
0834,Nettoinnflytting,1997,-50
0834,Nettoinnflytting,1998,-40
0834,Nettoinnflytting,1999,-15
0834,Nettoinnflytting,2000,-33
0834,Nettoinnflytting,2001,16
0834,Nettoinnflytting,2002,-14
0834,Nettoinnflytting,2003,-43
0834,Nettoinnflytting,2004,10
0834,Nettoinnflytting,2005,-51
0834,Nettoinnflytting,2006,-8
0834,Nettoinnflytting,2007,-33
0834,Nettoinnflytting,2008,22
0834,Nettoinnflytting,2009,-23
0834,Nettoinnflytting,2010,21
0834,Nettoinnflytting,2011,32
0834,Nettoinnflytting,2012,29
0834,Nettoinnflytting,2013,0
0834,Nettoinnflytting,2014,-35
0834,Nettoinnflytting,2015,31
0834,Nettoinnflytting,2016,4
0834,Nettoinnflytting,2017,-3
0834,Nettoinnflytting,2018,15
0834,Nettoinnflytting,2019,-43
0834,Folkemengde,1980,3945
0834,Folkemengde,1981,3950
0834,Folkemengde,1982,3966
0834,Folkemengde,1983,4020
0834,Folkemengde,1984,4015
0834,Folkemengde,1985,3981
0834,Folkemengde,1986,3994
0834,Folkemengde,1987,3950
0834,Folkemengde,1988,3919
0834,Folkemengde,1989,3959
0834,Folkemengde,1990,3917
0834,Folkemengde,1991,3959
0834,Folkemengde,1992,3956
0834,Folkemengde,1993,4006
0834,Folkemengde,1994,4032
0834,Folkemengde,1995,4008
0834,Folkemengde,1996,4010
0834,Folkemengde,1997,3988
0834,Folkemengde,1998,3932
0834,Folkemengde,1999,3894
0834,Folkemengde,2000,3869
0834,Folkemengde,2001,3832
0834,Folkemengde,2002,3850
0834,Folkemengde,2003,3812
0834,Folkemengde,2004,3756
0834,Folkemengde,2005,3758
0834,Folkemengde,2006,3694
0834,Folkemengde,2007,3684
0834,Folkemengde,2008,3635
0834,Folkemengde,2009,3662
0834,Folkemengde,2010,3641
0834,Folkemengde,2011,3661
0834,Folkemengde,2012,3700
0834,Folkemengde,2013,3721
0834,Folkemengde,2014,3723
0834,Folkemengde,2015,3689
0834,Folkemengde,2016,3727
0834,Folkemengde,2017,3726
0834,Folkemengde,2018,3709
0834,Folkemengde,2019,3723
4201,Fodselsoverskudd,2020,-31
4201,Fodselsoverskudd,2021,-28
4201,Fodselsoverskudd,2022,-11
4201,Fodselsoverskudd,2023,-33
4201,Fodselsoverskudd,2024,-36
4201,Fodselsoverskudd,2025,-27
4201,Nettoinnflytting,2020,-16
4201,Nettoinnflytting,2021,1
4201,Nettoinnflytting,2022,89
4201,Nettoinnflytting,2023,43
4201,Nettoinnflytting,2024,-1
4201,Nettoinnflytting,2025,20
4201,Folkemengde,2020,6809
4201,Folkemengde,2021,6762
4201,Folkemengde,2022,6735
4201,Folkemengde,2023,6806
4201,Folkemengde,2024,6825
4201,Folkemengde,2025,6687
4201,Folkemengde,2026,6683
4202,Fodselsoverskudd,2020,84
4202,Fodselsoverskudd,2021,52
4202,Fodselsoverskudd,2022,57
4202,Fodselsoverskudd,2023,44
4202,Fodselsoverskudd,2024,59
4202,Fodselsoverskudd,2025,81
4202,Nettoinnflytting,2020,260
4202,Nettoinnflytting,2021,79
4202,Nettoinnflytting,2022,513
4202,Nettoinnflytting,2023,336
4202,Nettoinnflytting,2024,392
4202,Nettoinnflytting,2025,65
4202,Folkemengde,2020,23544
4202,Folkemengde,2021,23891
4202,Folkemengde,2022,24017
4202,Folkemengde,2023,24587
4202,Folkemengde,2024,24969
4202,Folkemengde,2025,25419
4202,Folkemengde,2026,25569
4203,Fodselsoverskudd,2020,-9
4203,Fodselsoverskudd,2021,41
4203,Fodselsoverskudd,2022,-26
4203,Fodselsoverskudd,2023,-46
4203,Fodselsoverskudd,2024,-39
4203,Fodselsoverskudd,2025,-58
4203,Nettoinnflytting,2020,76
4203,Nettoinnflytting,2021,398
4203,Nettoinnflytting,2022,407
4203,Nettoinnflytting,2023,510
4203,Nettoinnflytting,2024,252
4203,Nettoinnflytting,2025,91
4203,Folkemengde,2020,44999
4203,Folkemengde,2021,45065
4203,Folkemengde,2022,45509
4203,Folkemengde,2023,45891
4203,Folkemengde,2024,46355
4203,Folkemengde,2025,46568
4203,Folkemengde,2026,46603
4204,Fodselsoverskudd,2020,334
4204,Fodselsoverskudd,2021,457
4204,Fodselsoverskudd,2022,267
4204,Fodselsoverskudd,2023,351
4204,Fodselsoverskudd,2024,363
4204,Fodselsoverskudd,2025,343
4204,Nettoinnflytting,2020,626
4204,Nettoinnflytting,2021,685
4204,Nettoinnflytting,2022,1571
4204,Nettoinnflytting,2023,1056
4204,Nettoinnflytting,2024,856
4204,Nettoinnflytting,2025,715
4204,Folkemengde,2020,111633
4204,Folkemengde,2021,112588
4204,Folkemengde,2022,113737
4204,Folkemengde,2023,115569
4204,Folkemengde,2024,116986
4204,Folkemengde,2025,118221
4204,Folkemengde,2026,119287
4205,Fodselsoverskudd,2020,-2
4205,Fodselsoverskudd,2021,14
4205,Fodselsoverskudd,2022,5
4205,Fodselsoverskudd,2023,-1
4205,Fodselsoverskudd,2024,21
4205,Fodselsoverskudd,2025,-2
4205,Nettoinnflytting,2020,5
4205,Nettoinnflytting,2021,81
4205,Nettoinnflytting,2022,329
4205,Nettoinnflytting,2023,209
4205,Nettoinnflytting,2024,56
4205,Nettoinnflytting,2025,-65
4205,Folkemengde,2020,23046
4205,Folkemengde,2021,23055
4205,Folkemengde,2022,23147
4205,Folkemengde,2023,23479
4205,Folkemengde,2024,23690
4205,Folkemengde,2025,23768
4205,Folkemengde,2026,23702
4206,Fodselsoverskudd,2020,-11
4206,Fodselsoverskudd,2021,7
4206,Fodselsoverskudd,2022,4
4206,Fodselsoverskudd,2023,-5
4206,Fodselsoverskudd,2024,6
4206,Fodselsoverskudd,2025,4
4206,Nettoinnflytting,2020,-36
4206,Nettoinnflytting,2021,-30
4206,Nettoinnflytting,2022,235
4206,Nettoinnflytting,2023,20
4206,Nettoinnflytting,2024,3
4206,Nettoinnflytting,2025,64
4206,Folkemengde,2020,9691
4206,Folkemengde,2021,9645
4206,Folkemengde,2022,9622
4206,Folkemengde,2023,9860
4206,Folkemengde,2024,9876
4206,Folkemengde,2025,9880
4206,Folkemengde,2026,9949
4207,Fodselsoverskudd,2020,12
4207,Fodselsoverskudd,2021,-8
4207,Fodselsoverskudd,2022,-32
4207,Fodselsoverskudd,2023,-7
4207,Fodselsoverskudd,2024,0
4207,Fodselsoverskudd,2025,20
4207,Nettoinnflytting,2020,-11
4207,Nettoinnflytting,2021,35
4207,Nettoinnflytting,2022,210
4207,Nettoinnflytting,2023,59
4207,Nettoinnflytting,2024,51
4207,Nettoinnflytting,2025,24
4207,Folkemengde,2020,9028
4207,Folkemengde,2021,9027
4207,Folkemengde,2022,9048
4207,Folkemengde,2023,9216
4207,Folkemengde,2024,9279
4207,Folkemengde,2025,9329
4207,Folkemengde,2026,9373
4211,Fodselsoverskudd,2020,0
4211,Fodselsoverskudd,2021,-8
4211,Fodselsoverskudd,2022,-20
